CHR	BP	SNP	N	P	P(R)	OR	OR(R)	I	snps_class_up	locus_id	name	description
3	196680	1086	62	1.125e-08	1.188e-06	-0.078	-0.0823	32.43	ORF	YCR037C	PHO87	"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication"""
3	196733	1087	62	4.165e-12	1.596e-08	-0.0946	-0.0996	37.42	ORF	YCR037C	PHO87	"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication"""
3	197297	1088	62	3.169e-10	2.862e-07	-0.0859	-0.0922	39.61	Promoter	YCR037C_NFR/NDR		stable
3	198109	1089	62	2.744e-11	1.831e-08	-0.0901	-0.0944	32.38	ORF	YCR038C	BUD5	"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
3	198110	1090	62	2.744e-11	1.831e-08	-0.0901	-0.0944	32.38	ORF	YCR038C	BUD5	"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
3	198164	1091	62	2.744e-11	1.831e-08	-0.0901	-0.0944	32.38	ORF	YCR038C	BUD5	"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
3	198348	1092	62	3.053e-13	1.284e-09	-0.099	-0.1038	34.37	ORF	YCR038C	BUD5	"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
3	198615	1093	62	1.648e-09	3.109e-06	-0.082	-0.0884	46.17	ORF	YCR038C	BUD5	"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
3	201026	1094	62	1.46e-07	1.168e-06	-0.1434	-0.1506	20.14	Other features	MATALPHA	MATALPHA	"""Mating type locus; note that the systematic sequence in SGD contains MATalpha sequences"""
3	203261	1095	62	0.04126	0.07532	-0.0277	-0.0348	49.68	ORF	YCR042C	TAF2	"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
3	204854	1096	62	0.5863	0.9705	0.0074	0.0007	52.99	ORF	YCR042C	TAF2	"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
3	204897	1097	62	0.1505	0.4822	0.0196	0.0142	52.41	ORF	YCR042C	TAF2	"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
3	204903	1098	62	0.4367	0.8338	0.0106	0.0042	51.78	ORF	YCR042C	TAF2	"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
3	207966	1099	62	1.215e-10	4.33e-08	-0.0868	-0.1009	43.99	Promoter	YCR044C_NFR/NDR		stable
3	207999	1100	62	2.021e-07	4.096e-06	-0.0704	-0.0828	40.67	Promoter	YCR044C_NFR/NDR		stable
3	208066	1101	62	9.411e-13	2.32e-10	0.0986	0.108	31.61	Promoter	YCR044C_NFR/NDR		stable
3	208086	1102	62	1.537e-07	1.827e-06	0.0742	0.084	32.85	Promoter	YCR044C_NFR/NDR		stable
3	208234	1103	62	1.059e-10	4.856e-08	-0.0872	-0.1	43.3	ORF	YCR045C	RRT12	"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
3	208660	1104	62	3.053e-06	2.001e-05	-0.0634	-0.0725	33.53	ORF	YCR045C	RRT12	"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
3	208696	1105	62	1.752e-06	2.05e-05	-0.0646	-0.0753	39.01	ORF	YCR045C	RRT12	"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
3	208702	1106	62	3.054e-06	2.697e-05	-0.0631	-0.0732	37.18	ORF	YCR045C	RRT12	"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
3	210472	1107	62	1.152e-09	1.152e-09	0.0824	0.0824	0.0	Unstable transcript	XUT_3F-99		ncRNA_UNB
3	210757	1108	62	5.353e-10	5.353e-10	0.0841	0.0841	0.0	Unstable transcript	XUT_3F-99		ncRNA_UNB
3	211348	1109	62	1.003e-14	1.003e-14	0.1044	0.1044	0.0	ORF	YCR047C	BUD23	"""Methyltransferase that methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; functions with DEAH-box RNA helicase Ecm16p; diploid mutant displays random budding pattern; functional homolog of human WBSCR22"""
3	211722	1110	62	0.8823	0.8823	0.0023	0.0023	0.0	Promoter	YCR048W_NFR/NDR		fragile
3	211881	1111	62	6.809e-17	6.809e-17	0.1126	0.1126	0.0	ORF	YCR049C	YCR049C	"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data"""
3	211998	1112	62	1.592e-10	1.592e-10	-0.0863	-0.0863	0.0	ORF	YCR049C	YCR049C	"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data"""
3	212095	1113	62	9.598e-05	9.598e-05	-0.053	-0.053	0.0	ORF	YCR049C	YCR049C	"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data"""
3	214156	1114	62	0.001968	0.001968	-0.0418	-0.0418	0.0	ORF	YCR051W	YCR051W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; contains ankyrin (Ank) repeats; YCR051W is not an essential gene"""
3	217647	1115	62	1.468e-13	1.468e-13	-0.1002	-0.1002	0.0	ORF	YCR053W	THR4	"""Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway"""
3	218280	1116	62	0.001968	0.001968	-0.0949	-0.0949	0.0	Close to 3'-UTR	YCR053W	THR4	"""Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway"""
3	218769	1117	62	3.619e-09	3.619e-09	-0.081	-0.081	0.0	ORF	YCR054C	CTR86	"""Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10 ; mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress"""
3	219050	1118	62	1.054e-05	1.054e-05	-0.0599	-0.0599	0.0	ORF	YCR054C	CTR86	"""Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10 ; mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress"""
3	221006	1119	62	0.6883	0.6883	0.0054	0.0054	0.0	ORF	YCR057C	PWP2	"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis"""
3	221813	1120	62	0.8943	0.8943	-0.0018	-0.0018	0.0	ORF	YCR057C	PWP2	"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis"""
3	222829	1121	62	0.002629	0.002629	0.0409	0.0409	0.0	ORF	YCR057C	PWP2	"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis"""
3	224310	1122	62	0.0009866	0.0009866	0.0452	0.0452	0.0	Promoter	YCR060W_NFR/NDR		stable
3	224773	1123	62	7.101e-08	7.101e-08	-0.1584	-0.1584	0.0	Close to 3'-UTR	YCR059C	YIH1	"""Negative regulator of eIF2 kinase Gcn2p; competes with Gcn2p for binding to Gcn1p; may contribute to regulation of translation in response to starvation via regulation of Gcn2p; binds to monomeric actin and to ribosomes and polyribosomes; ortholog of mammalian IMPACT"""
3	226294	1124	62	7.522e-10	7.522e-10	0.0835	0.0835	0.0	ORF	YCR061W	TVS1	"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains"""
3	226510	1125	62	7.213e-08	7.213e-08	0.073	0.073	0.0	ORF	YCR061W	TVS1	"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains"""
3	227816	1126	62	7.753e-08	7.753e-08	0.0742	0.0742	0.0	Promoter	tS(CGA)C_NFR/NDR		
3	228048	1127	62	1.733e-08	1.733e-08	0.0765	0.0765	0.0	Promoter	tS(CGA)C_NFR/NDR		
3	229226	1128	62	0.2004	0.2004	-0.0183	-0.0183	0.0	Promoter	YCR065W_NFR/NDR		
3	229272	1129	62	0.6747	0.6747	0.0061	0.0061	0.0	Promoter	YCR065W_NFR/NDR		
3	229351	1130	62	0.004926	0.004926	0.0382	0.0382	0.0	ORF	YCR065W	HCM1	"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4"""
3	230175	1131	62	0.3291	0.3291	-0.0132	-0.0132	0.0	ORF	YCR065W	HCM1	"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4"""
3	233663	1132	62	1.042e-05	1.042e-05	-0.0598	-0.0598	0.0	ORF	YCR067C	SED4	"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication"""
3	234438	1133	62	0.002324	0.002324	0.0412	0.0412	0.0	ORF	YCR067C	SED4	"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication"""
3	235617	1134	62	0.04611	0.04611	0.0271	0.0271	0.0	ORF	YCR067C	SED4	"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication"""
3	237105	1135	62	7.605e-13	7.605e-13	0.0967	0.0967	0.0	Promoter	YCR068W_NFR/NDR		
3	238714	1136	62	1.279e-09	1.279e-09	0.0819	0.0819	0.0	ORF	YCR068W	ATG15	"""Phospholipase; preferentially hydrolyses phosphatidylserine ; with minor activity against cardiolipin and phosphatidylethanolamine; required for lysis of autophagic and CVT bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway; required for the maintenance of lipid droplet quantity after the diauxic shift; regulates lipolysis; expression regulated by Yap1p during autophagy"""
3	238914	1137	62	3.396e-14	3.396e-14	0.1029	0.1029	0.0	Promoter	YCR069W_NFR/NDR		fragile
3	241126	1138	62	6.409e-20	6.409e-20	-0.1237	-0.1237	0.0	ORF	YCR072C	RSA4	"""Ribosomal large subunit (60S) assembly factor; association of the N-terminal ubiquitin-like (UBL) domain of this preribosomal factor with the MIDAS domain in the Rea1p tail ; promoted by the GTPase Nog2p ; is required for the ATP-dependent dissociation of preribosomal factors including the Rix1p subcomplex ; Rea1p ; Nog2p and Rsa1p itself prior to nuclear export of pre-60S particles; contains WD-repeats and a UBL domain; localizes to the nucleolus"""
3	242447	1139	62	6.336e-14	6.336e-14	-0.134	-0.134	0.0	Promoter	YCR072C_NFR/NDR		fragile
3	242578	1140	62	1.306e-14	1.306e-14	-0.1047	-0.1047	0.0	Unstable transcript	XUT_3F-108		ncRNA_UNB
3	245238	1141	62	1.178e-15	1.178e-15	-0.109	-0.109	0.0	ORF	YCR073C	SSK22	"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog ; SSK2 ; that arose from the whole genome duplication"""
3	247158	1142	62	9.987e-15	9.987e-15	0.1044	0.1044	0.0	ORF	YCR073W-A	SOL2	"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog ; SOL1 ; that arose from the whole genome duplication"""
3	247980	1143	62	0.8374	0.8374	-0.0063	-0.0063	0.0	Close to 3'-UTR	YCR073W-A	SOL2	"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog ; SOL1 ; that arose from the whole genome duplication"""
3	248454	1144	62	1.559e-17	1.559e-17	0.1151	0.1151	0.0	ORF	YCR075C	ERS1	"""Protein involved in cystine transport; localizes to the vacuole ; plasma membrane and endosome; similarity to human cystinosin ; a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains; mutation is functionally complemented by human CTNS"""
3	249311	1145	62	2.193e-09	2.193e-09	-0.0881	-0.0881	0.0	ORF	YCR076C	FUB1	"""Proteasome-binding protein; interacts physically with multiple subunits of the 20S proteasome and genetically with genes encoding 20S core particle and 19S regulatory particle subunits; exhibits boundary activity which blocks the propagation of heterochromatic silencing; contains a PI31 proteasome regulator domain and sequence similarity with human PSMF1 ; a proteasome inhibitor; not an essential gene"""
3	249928	1146	62	1.09e-08	1.09e-08	-0.0776	-0.0776	0.0	ORF	YCR076C	FUB1	"""Proteasome-binding protein; interacts physically with multiple subunits of the 20S proteasome and genetically with genes encoding 20S core particle and 19S regulatory particle subunits; exhibits boundary activity which blocks the propagation of heterochromatic silencing; contains a PI31 proteasome regulator domain and sequence similarity with human PSMF1 ; a proteasome inhibitor; not an essential gene"""
3	251255	1147	62	7.768e-13	7.768e-13	-0.0974	-0.0974	0.0	ORF	YCR077C	PAT1	"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation"""
3	251274	1148	62	1.604e-11	1.604e-11	-0.0916	-0.0916	0.0	ORF	YCR077C	PAT1	"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation"""
3	251879	1149	62	1.453e-08	1.453e-08	-0.077	-0.077	0.0	ORF	YCR077C	PAT1	"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation"""
